round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,18,27,20,19,20,22,16,
1,66,61,24,15,65,49,59,
2,74,0,9,16,0,57,61,
3,100,0,29,6,0,63,0,
4,113,0,36,3,0,65,0,
5,126,0,6,3,0,0,0,
6,132,0,6,1,0,0,0,
7,136,0,1,0,0,0,0,
8,137,0,1,0,0,0,0,
9,0,0,2,0,0,0,0,
10,0,0,2,0,0,0,0,
11,0,0,1,0,0,0,0,
12,0,0,2,0,0,0,0,
