round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,28,24,25,36,21,21,33,
1,44,39,35,26,58,38,51,
2,55,0,10,16,73,58,0,
3,59,0,7,11,0,72,0,
4,83,0,3,4,0,0,0,
5,94,0,5,8,0,0,0,
6,98,0,1,0,0,0,0,
7,99,0,1,0,0,0,0,
8,104,0,11,0,0,0,0,
9,106,0,0,0,0,0,0,
10,139,0,0,0,0,0,0,
