round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,26,27,27,19,16,49,30,
1,50,61,39,23,41,59,41,
2,66,62,23,15,71,67,66,
3,75,0,29,8,92,84,98,
4,83,0,14,12,0,0,0,
5,87,0,10,4,0,0,0,
6,89,0,0,0,0,0,0,
7,93,0,0,0,0,0,0,
