round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,22,39,18,34,32,12,31,
1,47,52,25,4,48,31,58,
2,62,54,20,10,60,50,66,
3,92,0,10,0,0,60,0,
4,104,0,3,0,0,0,0,
5,112,0,3,0,0,0,0,
6,0,0,3,0,0,0,0,
7,0,0,9,0,0,0,0,
