round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,20,20,21,20,24,15,21,
1,46,42,19,28,47,30,42,
2,79,61,14,29,74,57,65,
3,134,80,21,4,88,63,80,
4,135,0,7,16,0,0,82,
5,0,0,11,1,0,0,0,
6,0,0,33,3,0,0,0,
7,0,0,4,1,0,0,0,
8,0,0,5,22,0,0,0,
9,0,0,6,0,0,0,0,
