round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,21,18,20,18,21,18,14,
1,61,37,14,14,49,55,24,
2,93,39,22,13,51,61,67,
3,102,0,26,5,56,68,69,
4,123,0,11,3,0,0,0,
5,124,0,8,1,0,0,0,
6,0,0,6,2,0,0,0,
7,0,0,10,0,0,0,0,
8,0,0,12,0,0,0,0,
9,0,0,2,0,0,0,0,
