round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,16,20,20,18,24,22,23,
1,37,62,15,30,37,43,43,
2,51,67,27,41,79,61,78,
3,66,84,13,54,0,69,0,
4,92,0,14,7,0,0,0,
5,98,0,9,1,0,0,0,
6,106,0,6,7,0,0,0,
7,112,0,27,0,0,0,0,
8,133,0,0,0,0,0,0,
9,147,0,0,0,0,0,0,
10,166,0,0,0,0,0,0,
