round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,36,17,13,21,17,22,21,
1,49,30,16,28,30,56,47,
2,89,44,37,23,41,62,0,
3,92,48,19,1,61,67,0,
4,98,0,12,0,0,0,0,
5,0,0,13,0,0,0,0,
6,0,0,6,0,0,0,0,
7,0,0,2,0,0,0,0,
8,0,0,7,0,0,0,0,
9,0,0,2,0,0,0,0,
10,0,0,1,0,0,0,0,
11,0,0,1,0,0,0,0,
12,0,0,1,0,0,0,0,
13,0,0,3,0,0,0,0,
