round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,26,17,25,29,19,15,18,
1,37,35,17,10,48,33,56,
2,69,44,13,14,49,69,58,
3,97,72,16,20,0,79,0,
4,104,0,13,0,0,0,0,
5,107,0,7,0,0,0,0,
6,114,0,18,0,0,0,0,
7,132,0,2,0,0,0,0,
8,0,0,1,0,0,0,0,
9,0,0,3,0,0,0,0,
10,0,0,5,0,0,0,0,
11,0,0,1,0,0,0,0,
12,0,0,2,0,0,0,0,
