round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,26,23,33,26,19,25,29,
1,41,52,34,37,37,49,57,
2,51,67,35,8,52,54,70,
3,61,76,34,10,72,59,90,
4,70,0,12,3,0,0,0,
5,74,0,17,3,0,0,0,
6,75,0,8,3,0,0,0,
