T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
10.00,0.05,3228,5807,200,200,200,1500,
10.00,0.10,3439,5236,200,200,200,1400,
10.00,0.15,3494,6357,200,200,200,1460,
10.00,0.20,3801,8616,200,200,200,1820,
10.00,0.25,3805,11529,200,200,200,1900,
10.00,0.30,4583,13282,200,200,200,1620,
10.00,0.35,5158,12459,200,200,200,1820,
10.00,0.40,6649,15943,200,200,200,1140,
10.00,0.45,7396,14762,200,200,200,1300,
10.00,0.50,9397,17200,200,200,200,1860,
