round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,160,340,
2,560,560,180,180,140,480,
3,740,740,180,180,140,580,
4,920,920,180,180,140,700,
5,1100,1100,180,180,120,780,
6,1280,1280,180,180,120,820,
7,1460,1460,167,180,100,880,
8,1620,1620,146,160,100,960,
9,1780,1800,140,126,100,1000,
10,1940,1960,120,120,100,1080,
11,2120,2140,100,120,100,1100,
12,2260,2320,67,100,80,1120,
13,2380,2500,25,66,80,1140,
14,2540,2680,20,46,60,0,
15,2663,2840,20,21,60,0,
16,2803,3000,20,0,60,0,
17,2933,3140,20,0,60,0,
18,3073,3320,20,0,60,0,
19,3183,3500,20,0,60,0,
20,3343,3620,10,0,60,0,
21,3458,3780,0,0,60,0,
22,3618,3900,0,0,60,0,
23,3718,4040,0,0,60,0,
24,3830,4180,0,0,60,0,
25,3925,4320,0,0,60,0,
26,4008,4440,0,0,60,0,
27,4088,4560,0,0,60,0,
28,4168,4680,0,0,60,0,
29,4212,4780,0,0,60,0,
30,4275,4900,0,0,60,0,
31,4380,5020,0,0,40,0,
32,4450,5120,0,0,40,0,
33,4539,5220,0,0,40,0,
34,4612,5280,0,0,40,0,
35,4678,5400,0,0,40,0,
36,4753,5480,0,0,40,0,
37,4799,5560,0,0,40,0,
38,4859,5640,0,0,40,0,
39,4947,5720,0,0,40,0,
40,5011,5820,0,0,40,0,
41,5091,5960,0,0,40,0,
42,5138,6060,0,0,40,0,
43,5198,6160,0,0,40,0,
44,5242,6260,0,0,40,0,
45,5288,6380,0,0,20,0,
46,5295,6480,0,0,20,0,
47,5343,6560,0,0,20,0,
48,5407,6620,0,0,0,0,
49,5461,6720,0,0,0,0,
50,5527,6820,0,0,0,0,
51,5547,6900,0,0,0,0,
52,5577,6980,0,0,0,0,
53,5627,7100,0,0,0,0,
54,5653,7180,0,0,0,0,
55,5688,7220,0,0,0,0,
56,5694,7300,0,0,0,0,
57,5736,7440,0,0,0,0,
58,5780,7560,0,0,0,0,
59,5804,7620,0,0,0,0,
60,5867,7700,0,0,0,0,
61,5894,7780,0,0,0,0,
62,5934,7840,0,0,0,0,
63,5958,7940,0,0,0,0,
64,5997,8000,0,0,0,0,
65,6024,8080,0,0,0,0,
66,6066,8160,0,0,0,0,
67,6067,8240,0,0,0,0,
68,6114,8280,0,0,0,0,
69,6183,8360,0,0,0,0,
70,6213,8440,0,0,0,0,
71,6246,8560,0,0,0,0,
72,6286,8600,0,0,0,0,
73,6346,8680,0,0,0,0,
74,6374,8740,0,0,0,0,
75,6416,8780,0,0,0,0,
76,6468,8860,0,0,0,0,
77,6520,8920,0,0,0,0,
78,6531,8980,0,0,0,0,
79,6568,9040,0,0,0,0,
80,6570,9100,0,0,0,0,
81,6602,9160,0,0,0,0,
82,6646,9220,0,0,0,0,
83,6649,9300,0,0,0,0,
84,0,9400,0,0,0,0,
85,0,9500,0,0,0,0,
86,0,9580,0,0,0,0,
87,0,9680,0,0,0,0,
88,0,9760,0,0,0,0,
89,0,9840,0,0,0,0,
90,0,9920,0,0,0,0,
91,0,10000,0,0,0,0,
92,0,10080,0,0,0,0,
93,0,10140,0,0,0,0,
94,0,10200,0,0,0,0,
95,0,10300,0,0,0,0,
96,0,10340,0,0,0,0,
97,0,10380,0,0,0,0,
98,0,10463,0,0,0,0,
99,0,10523,0,0,0,0,
100,0,10603,0,0,0,0,
101,0,10663,0,0,0,0,
102,0,10783,0,0,0,0,
103,0,10863,0,0,0,0,
104,0,10943,0,0,0,0,
105,0,11003,0,0,0,0,
106,0,11103,0,0,0,0,
107,0,11203,0,0,0,0,
108,0,11263,0,0,0,0,
109,0,11343,0,0,0,0,
110,0,11403,0,0,0,0,
111,0,11503,0,0,0,0,
112,0,11563,0,0,0,0,
113,0,11643,0,0,0,0,
114,0,11723,0,0,0,0,
115,0,11803,0,0,0,0,
116,0,11883,0,0,0,0,
117,0,11963,0,0,0,0,
118,0,12043,0,0,0,0,
119,0,12123,0,0,0,0,
120,0,12183,0,0,0,0,
121,0,12243,0,0,0,0,
122,0,12283,0,0,0,0,
123,0,12363,0,0,0,0,
124,0,12423,0,0,0,0,
125,0,12503,0,0,0,0,
126,0,12603,0,0,0,0,
127,0,12663,0,0,0,0,
128,0,12703,0,0,0,0,
129,0,12743,0,0,0,0,
130,0,12823,0,0,0,0,
131,0,12923,0,0,0,0,
132,0,12983,0,0,0,0,
133,0,13103,0,0,0,0,
134,0,13143,0,0,0,0,
135,0,13203,0,0,0,0,
136,0,13263,0,0,0,0,
137,0,13363,0,0,0,0,
138,0,13423,0,0,0,0,
139,0,13523,0,0,0,0,
140,0,13623,0,0,0,0,
141,0,13703,0,0,0,0,
142,0,13723,0,0,0,0,
143,0,13763,0,0,0,0,
144,0,13803,0,0,0,0,
145,0,13823,0,0,0,0,
146,0,13903,0,0,0,0,
147,0,13943,0,0,0,0,
148,0,14043,0,0,0,0,
149,0,14067,0,0,0,0,
150,0,14107,0,0,0,0,
151,0,14167,0,0,0,0,
152,0,14207,0,0,0,0,
153,0,14269,0,0,0,0,
154,0,14289,0,0,0,0,
155,0,14349,0,0,0,0,
156,0,14392,0,0,0,0,
157,0,14432,0,0,0,0,
158,0,14492,0,0,0,0,
159,0,14552,0,0,0,0,
160,0,14612,0,0,0,0,
161,0,14712,0,0,0,0,
162,0,14772,0,0,0,0,
163,0,14812,0,0,0,0,
164,0,14872,0,0,0,0,
165,0,14932,0,0,0,0,
166,0,14992,0,0,0,0,
167,0,15058,0,0,0,0,
168,0,15118,0,0,0,0,
169,0,15158,0,0,0,0,
170,0,15203,0,0,0,0,
171,0,15243,0,0,0,0,
172,0,15283,0,0,0,0,
173,0,15303,0,0,0,0,
174,0,15363,0,0,0,0,
175,0,15403,0,0,0,0,
176,0,15463,0,0,0,0,
177,0,15523,0,0,0,0,
178,0,15583,0,0,0,0,
179,0,15623,0,0,0,0,
180,0,15663,0,0,0,0,
181,0,15703,0,0,0,0,
182,0,15763,0,0,0,0,
183,0,15803,0,0,0,0,
184,0,15843,0,0,0,0,
185,0,15883,0,0,0,0,
186,0,15903,0,0,0,0,
