round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,160,340,
2,560,560,180,180,140,480,
3,740,740,180,180,120,600,
4,920,920,180,180,120,660,
5,1100,1100,180,180,100,800,
6,1280,1280,180,180,80,880,
7,1460,1460,147,180,80,960,
8,1620,1620,140,161,80,1060,
9,1780,1780,120,128,80,1140,
10,1960,1940,108,104,80,1180,
11,2100,2100,60,100,60,1280,
12,2240,2240,60,100,40,1340,
13,2344,2380,21,68,40,1420,
14,2492,2560,20,26,40,1460,
15,2612,2720,0,12,40,1520,
16,2732,2860,0,0,40,1560,
17,2847,3000,0,0,40,1580,
18,2947,3160,0,0,40,1620,
19,3058,3300,0,0,40,0,
20,3135,3460,0,0,40,0,
21,3207,3600,0,0,20,0,
22,3268,3720,0,0,0,0,
23,3348,3860,0,0,0,0,
24,3410,3980,0,0,0,0,
25,3430,4120,0,0,0,0,
26,3473,4260,0,0,0,0,
27,3524,4400,0,0,0,0,
28,3584,4520,0,0,0,0,
29,3618,4640,0,0,0,0,
30,3660,4780,0,0,0,0,
31,3719,4900,0,0,0,0,
32,3782,5020,0,0,0,0,
33,3870,5160,0,0,0,0,
34,3936,5290,0,0,0,0,
35,3996,5430,0,0,0,0,
36,4017,5590,0,0,0,0,
37,4064,5710,0,0,0,0,
38,4093,5850,0,0,0,0,
39,4126,5956,0,0,0,0,
40,4135,6096,0,0,0,0,
41,4136,6236,0,0,0,0,
42,4178,6336,0,0,0,0,
43,4199,6476,0,0,0,0,
44,4219,6596,0,0,0,0,
45,4229,6696,0,0,0,0,
46,4277,6816,0,0,0,0,
47,4317,6896,0,0,0,0,
48,4369,6996,0,0,0,0,
49,4373,7096,0,0,0,0,
50,4428,7196,0,0,0,0,
51,4460,7296,0,0,0,0,
52,4485,7436,0,0,0,0,
53,4489,7536,0,0,0,0,
54,4501,7676,0,0,0,0,
55,4521,7796,0,0,0,0,
56,4528,7916,0,0,0,0,
57,4552,8016,0,0,0,0,
58,4583,8136,0,0,0,0,
59,0,8236,0,0,0,0,
60,0,8359,0,0,0,0,
61,0,8479,0,0,0,0,
62,0,8607,0,0,0,0,
63,0,8687,0,0,0,0,
64,0,8807,0,0,0,0,
65,0,8927,0,0,0,0,
66,0,8987,0,0,0,0,
67,0,9107,0,0,0,0,
68,0,9187,0,0,0,0,
69,0,9287,0,0,0,0,
70,0,9367,0,0,0,0,
71,0,9407,0,0,0,0,
72,0,9449,0,0,0,0,
73,0,9509,0,0,0,0,
74,0,9579,0,0,0,0,
75,0,9719,0,0,0,0,
76,0,9819,0,0,0,0,
77,0,9919,0,0,0,0,
78,0,9999,0,0,0,0,
79,0,10059,0,0,0,0,
80,0,10119,0,0,0,0,
81,0,10239,0,0,0,0,
82,0,10319,0,0,0,0,
83,0,10419,0,0,0,0,
84,0,10482,0,0,0,0,
85,0,10562,0,0,0,0,
86,0,10615,0,0,0,0,
87,0,10675,0,0,0,0,
88,0,10735,0,0,0,0,
89,0,10795,0,0,0,0,
90,0,10872,0,0,0,0,
91,0,10952,0,0,0,0,
92,0,11032,0,0,0,0,
93,0,11152,0,0,0,0,
94,0,11192,0,0,0,0,
95,0,11258,0,0,0,0,
96,0,11318,0,0,0,0,
97,0,11378,0,0,0,0,
98,0,11438,0,0,0,0,
99,0,11538,0,0,0,0,
100,0,11578,0,0,0,0,
101,0,11658,0,0,0,0,
102,0,11698,0,0,0,0,
103,0,11798,0,0,0,0,
104,0,11858,0,0,0,0,
105,0,11918,0,0,0,0,
106,0,11958,0,0,0,0,
107,0,12018,0,0,0,0,
108,0,12058,0,0,0,0,
109,0,12098,0,0,0,0,
110,0,12138,0,0,0,0,
111,0,12238,0,0,0,0,
112,0,12344,0,0,0,0,
113,0,12404,0,0,0,0,
114,0,12504,0,0,0,0,
115,0,12544,0,0,0,0,
116,0,12604,0,0,0,0,
117,0,12702,0,0,0,0,
118,0,12802,0,0,0,0,
119,0,12942,0,0,0,0,
120,0,12982,0,0,0,0,
121,0,13082,0,0,0,0,
122,0,13142,0,0,0,0,
123,0,13182,0,0,0,0,
124,0,13222,0,0,0,0,
125,0,13282,0,0,0,0,
