round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,160,340,
2,560,560,180,180,140,460,
3,740,740,180,180,140,540,
4,920,900,180,180,140,660,
5,1089,1080,180,180,120,760,
6,1269,1240,180,180,100,900,
7,1449,1400,162,180,100,940,
8,1629,1560,120,180,80,960,
9,1789,1720,120,155,80,980,
10,1929,1880,116,140,80,1020,
11,2089,2040,100,96,80,1080,
12,2249,2200,60,50,80,1140,
13,2380,2360,20,21,60,1160,
14,2487,2520,20,20,60,1220,
15,2627,2660,13,20,60,1260,
16,2755,2820,0,20,60,1340,
17,2876,2980,0,7,60,1400,
18,2996,3140,0,0,60,1420,
19,3088,3280,0,0,60,1520,
20,3197,3440,0,0,40,1540,
21,3297,3580,0,0,40,1600,
22,3374,3740,0,0,40,1640,
23,3445,3880,0,0,40,1740,
24,3515,4020,0,0,40,1820,
25,3623,4160,0,0,40,0,
26,3675,4320,0,0,20,0,
27,3748,4480,0,0,20,0,
28,3789,4640,0,0,20,0,
29,3831,4800,0,0,20,0,
30,3869,4940,0,0,0,0,
31,3962,5080,0,0,0,0,
32,3998,5200,0,0,0,0,
33,4032,5360,0,0,0,0,
34,4120,5500,0,0,0,0,
35,4190,5640,0,0,0,0,
36,4209,5740,0,0,0,0,
37,4267,5860,0,0,0,0,
38,4274,6000,0,0,0,0,
39,4294,6140,0,0,0,0,
40,4356,6240,0,0,0,0,
41,4399,6360,0,0,0,0,
42,4431,6500,0,0,0,0,
43,4471,6640,0,0,0,0,
44,4475,6760,0,0,0,0,
45,4481,6880,0,0,0,0,
46,4511,7000,0,0,0,0,
47,4534,7120,0,0,0,0,
48,4554,7200,0,0,0,0,
49,4634,7340,0,0,0,0,
50,4692,7440,0,0,0,0,
51,4719,7520,0,0,0,0,
52,4750,7640,0,0,0,0,
53,4840,7760,0,0,0,0,
54,4860,7880,0,0,0,0,
55,4884,7980,0,0,0,0,
56,4907,8080,0,0,0,0,
57,4953,8200,0,0,0,0,
58,4993,8300,0,0,0,0,
59,5035,8386,0,0,0,0,
60,5059,8466,0,0,0,0,
61,5092,8566,0,0,0,0,
62,5106,8649,0,0,0,0,
63,5123,8749,0,0,0,0,
64,5156,8869,0,0,0,0,
65,5158,8929,0,0,0,0,
66,0,8989,0,0,0,0,
67,0,9049,0,0,0,0,
68,0,9129,0,0,0,0,
69,0,9209,0,0,0,0,
70,0,9329,0,0,0,0,
71,0,9409,0,0,0,0,
72,0,9509,0,0,0,0,
73,0,9570,0,0,0,0,
74,0,9710,0,0,0,0,
75,0,9810,0,0,0,0,
76,0,9890,0,0,0,0,
77,0,10010,0,0,0,0,
78,0,10090,0,0,0,0,
79,0,10170,0,0,0,0,
80,0,10210,0,0,0,0,
81,0,10298,0,0,0,0,
82,0,10358,0,0,0,0,
83,0,10418,0,0,0,0,
84,0,10518,0,0,0,0,
85,0,10558,0,0,0,0,
86,0,10678,0,0,0,0,
87,0,10718,0,0,0,0,
88,0,10818,0,0,0,0,
89,0,10858,0,0,0,0,
90,0,10938,0,0,0,0,
91,0,10978,0,0,0,0,
92,0,11098,0,0,0,0,
93,0,11178,0,0,0,0,
94,0,11218,0,0,0,0,
95,0,11278,0,0,0,0,
96,0,11338,0,0,0,0,
97,0,11378,0,0,0,0,
98,0,11458,0,0,0,0,
99,0,11498,0,0,0,0,
100,0,11598,0,0,0,0,
101,0,11678,0,0,0,0,
102,0,11738,0,0,0,0,
103,0,11798,0,0,0,0,
104,0,11858,0,0,0,0,
105,0,11898,0,0,0,0,
106,0,11978,0,0,0,0,
107,0,12038,0,0,0,0,
108,0,12079,0,0,0,0,
109,0,12119,0,0,0,0,
110,0,12199,0,0,0,0,
111,0,12279,0,0,0,0,
112,0,12379,0,0,0,0,
113,0,12459,0,0,0,0,
