round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,160,340,
2,560,560,180,180,140,480,
3,740,740,180,180,140,600,
4,920,900,180,180,140,720,
5,1100,1080,180,180,140,800,
6,1280,1260,180,180,100,820,
7,1460,1400,180,180,100,860,
8,1620,1560,180,180,100,940,
9,1800,1700,161,161,100,980,
10,1960,1840,156,160,80,1020,
11,2120,1980,111,122,80,1120,
12,2280,2120,100,86,80,1140,
13,2420,2260,62,80,60,1200,
14,2540,2400,40,60,60,1240,
15,2700,2560,0,27,60,1300,
16,2840,2700,0,0,40,0,
17,3000,2840,0,0,40,0,
18,3125,2980,0,0,40,0,
19,3269,3120,0,0,40,0,
20,3404,3260,0,0,40,0,
21,3508,3400,0,0,40,0,
22,3628,3540,0,0,40,0,
23,3768,3680,0,0,40,0,
24,3856,3820,0,0,40,0,
25,3959,3960,0,0,40,0,
26,4061,4100,0,0,40,0,
27,4144,4240,0,0,40,0,
28,4234,4400,0,0,40,0,
29,4301,4540,0,0,40,0,
30,4381,4660,0,0,40,0,
31,4487,4800,0,0,40,0,
32,4576,4940,0,0,40,0,
33,4661,5100,0,0,40,0,
34,4731,5220,0,0,40,0,
35,4819,5360,0,0,40,0,
36,4939,5440,0,0,20,0,
37,5048,5560,0,0,20,0,
38,5150,5700,0,0,20,0,
39,5222,5780,0,0,20,0,
40,5282,5840,0,0,20,0,
41,5320,5960,0,0,20,0,
42,5396,6020,0,0,0,0,
43,5482,6120,0,0,0,0,
44,5551,6220,0,0,0,0,
45,5569,6320,0,0,0,0,
46,5629,6420,0,0,0,0,
47,5689,6500,0,0,0,0,
48,5752,6620,0,0,0,0,
49,5847,6740,0,0,0,0,
50,5931,6820,0,0,0,0,
51,6031,6940,0,0,0,0,
52,6111,7060,0,0,0,0,
53,6166,7180,0,0,0,0,
54,6214,7260,0,0,0,0,
55,6294,7360,0,0,0,0,
56,6358,7440,0,0,0,0,
57,6438,7560,0,0,0,0,
58,6484,7700,0,0,0,0,
59,6528,7760,0,0,0,0,
60,6563,7860,0,0,0,0,
61,6605,7920,0,0,0,0,
62,6653,8020,0,0,0,0,
63,6702,8120,0,0,0,0,
64,6749,8220,0,0,0,0,
65,6770,8280,0,0,0,0,
66,6794,8380,0,0,0,0,
67,6835,8500,0,0,0,0,
68,6855,8540,0,0,0,0,
69,6885,8600,0,0,0,0,
70,6970,8680,0,0,0,0,
71,7110,8780,0,0,0,0,
72,7165,8820,0,0,0,0,
73,7202,8880,0,0,0,0,
74,7244,8940,0,0,0,0,
75,7265,9000,0,0,0,0,
76,7276,9080,0,0,0,0,
77,7322,9140,0,0,0,0,
78,7344,9220,0,0,0,0,
79,7348,9280,0,0,0,0,
80,7356,9380,0,0,0,0,
81,7396,9440,0,0,0,0,
82,0,9500,0,0,0,0,
83,0,9560,0,0,0,0,
84,0,9680,0,0,0,0,
85,0,9740,0,0,0,0,
86,0,9780,0,0,0,0,
87,0,9840,0,0,0,0,
88,0,9880,0,0,0,0,
89,0,9960,0,0,0,0,
90,0,10060,0,0,0,0,
91,0,10100,0,0,0,0,
92,0,10160,0,0,0,0,
93,0,10200,0,0,0,0,
94,0,10260,0,0,0,0,
95,0,10320,0,0,0,0,
96,0,10360,0,0,0,0,
97,0,10420,0,0,0,0,
98,0,10480,0,0,0,0,
99,0,10520,0,0,0,0,
100,0,10580,0,0,0,0,
101,0,10640,0,0,0,0,
102,0,10700,0,0,0,0,
103,0,10740,0,0,0,0,
104,0,10780,0,0,0,0,
105,0,10860,0,0,0,0,
106,0,10900,0,0,0,0,
107,0,10920,0,0,0,0,
108,0,10960,0,0,0,0,
109,0,11040,0,0,0,0,
110,0,11060,0,0,0,0,
111,0,11100,0,0,0,0,
112,0,11140,0,0,0,0,
113,0,11220,0,0,0,0,
114,0,11260,0,0,0,0,
115,0,11300,0,0,0,0,
116,0,11340,0,0,0,0,
117,0,11380,0,0,0,0,
118,0,11420,0,0,0,0,
119,0,11500,0,0,0,0,
120,0,11540,0,0,0,0,
121,0,11580,0,0,0,0,
122,0,11600,0,0,0,0,
123,0,11660,0,0,0,0,
124,0,11760,0,0,0,0,
125,0,11780,0,0,0,0,
126,0,11820,0,0,0,0,
127,0,11880,0,0,0,0,
128,0,11960,0,0,0,0,
129,0,12000,0,0,0,0,
130,0,12060,0,0,0,0,
131,0,12120,0,0,0,0,
132,0,12140,0,0,0,0,
133,0,12220,0,0,0,0,
134,0,12240,0,0,0,0,
135,0,12320,0,0,0,0,
136,0,12400,0,0,0,0,
137,0,12440,0,0,0,0,
138,0,12480,0,0,0,0,
139,0,12540,0,0,0,0,
140,0,12600,0,0,0,0,
141,0,12660,0,0,0,0,
142,0,12700,0,0,0,0,
143,0,12800,0,0,0,0,
144,0,12820,0,0,0,0,
145,0,12840,0,0,0,0,
146,0,12880,0,0,0,0,
147,0,12960,0,0,0,0,
148,0,13020,0,0,0,0,
149,0,13040,0,0,0,0,
150,0,13060,0,0,0,0,
151,0,13080,0,0,0,0,
152,0,13122,0,0,0,0,
153,0,13182,0,0,0,0,
154,0,13222,0,0,0,0,
155,0,13242,0,0,0,0,
156,0,13282,0,0,0,0,
157,0,13302,0,0,0,0,
158,0,13322,0,0,0,0,
159,0,13422,0,0,0,0,
160,0,13482,0,0,0,0,
161,0,13522,0,0,0,0,
162,0,13582,0,0,0,0,
163,0,13662,0,0,0,0,
164,0,13702,0,0,0,0,
165,0,13762,0,0,0,0,
166,0,13802,0,0,0,0,
167,0,13842,0,0,0,0,
168,0,13902,0,0,0,0,
169,0,13982,0,0,0,0,
170,0,14002,0,0,0,0,
171,0,14042,0,0,0,0,
172,0,14082,0,0,0,0,
173,0,14122,0,0,0,0,
174,0,14142,0,0,0,0,
175,0,14162,0,0,0,0,
176,0,14182,0,0,0,0,
177,0,14202,0,0,0,0,
178,0,14242,0,0,0,0,
179,0,14302,0,0,0,0,
180,0,14382,0,0,0,0,
181,0,14422,0,0,0,0,
182,0,14442,0,0,0,0,
183,0,14462,0,0,0,0,
184,0,14502,0,0,0,0,
185,0,14542,0,0,0,0,
186,0,14562,0,0,0,0,
