T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
100.00,0.05,8396,417,8398,443,418,104370,0,
100.00,0.10,17901,418,8396,418,418,150695,0,
100.00,0.15,8396,418,8396,418,418,89980,0,
100.00,0.20,8424,417,8422,417,418,125919,0,
100.00,0.25,8396,418,8396,418,418,78216,0,
100.00,0.30,8396,417,8396,418,418,72804,0,
100.00,0.35,8396,417,8396,417,418,67077,0,
100.00,0.40,8396,418,8396,418,418,61783,0,
100.00,0.45,8396,418,8396,417,418,86406,0,
100.00,0.50,8396,417,8402,417,418,50465,0,
