T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
100.00,0.05,753,735,746.8,825,792,713,726,
100.00,0.10,736.6,735,729.5,735,792,671,686,
100.00,0.15,751.6,735,748.8,735,792,631,646,
100.00,0.20,751.6,735,737,735,792,591,606,
100.00,0.25,753,735,707.3,735,792,553,566,
100.00,0.30,711,735,740.4,735,792,511,526,
100.00,0.35,733,735,751.6,735,792,471,486,
100.00,0.40,753,735,707.6,735,792,433,446,
100.00,0.45,753,735,718,735,792,393,406,
100.00,0.50,753,735,751.1,735,792,353,366,
