T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
50.00,0.10,422,407,
55.00,0.10,476,457,
60.00,0.10,570,497,
65.00,0.10,572,547,
70.00,0.10,622,587,
75.00,0.10,673,637,
80.00,0.10,723,677,
85.00,0.10,776,727,
90.00,0.10,826,767,
95.00,0.10,872,817,
100.00,0.10,924,857,
