round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,36,30,40,18,20,
1,80,57,34,32,38,
2,112,78,25,30,51,
3,131,98,46,38,58,
4,139,99,49,25,96,
5,158,100,12,27,0,
6,204,0,27,11,0,
7,206,0,12,2,0,
8,0,0,8,3,0,
9,0,0,1,0,0,
10,0,0,1,0,0,
11,0,0,1,0,0,
12,0,0,6,0,0,
