round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,33,36,20,27,24,
1,83,86,40,37,88,
2,119,141,53,50,171,
3,192,180,42,84,213,
4,228,214,43,71,280,
5,248,255,44,21,293,
6,286,277,31,25,340,
7,308,298,32,5,356,
8,319,308,13,7,378,
9,333,0,12,3,398,
10,340,0,6,2,400,
11,341,0,1,3,408,
12,343,0,0,6,416,
13,0,0,0,1,426,
14,0,0,0,0,432,
15,0,0,0,0,433,
16,0,0,0,0,440,
17,0,0,0,0,441,
18,0,0,0,0,443,
19,0,0,0,0,444,
20,0,0,0,0,446,
