round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,34,20,23,34,18,
1,70,78,20,30,57,
2,117,122,37,38,101,
3,174,156,60,46,145,
4,199,199,51,79,220,
5,235,257,52,43,258,
6,270,308,29,32,294,
7,288,354,26,23,330,
8,297,373,8,12,347,
9,302,377,11,3,365,
10,320,384,1,1,387,
11,343,387,1,0,402,
12,348,0,1,0,427,
13,354,0,0,0,432,
14,365,0,0,0,439,
15,369,0,0,0,449,
16,378,0,0,0,452,
17,0,0,0,0,463,
18,0,0,0,0,514,
19,0,0,0,0,516,
20,0,0,0,0,525,
21,0,0,0,0,526,
22,0,0,0,0,528,
23,0,0,0,0,529,
