round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,22,31,37,27,26,
1,68,58,44,36,35,
2,97,101,56,50,71,
3,138,125,41,47,110,
4,155,181,39,36,135,
5,185,188,32,49,155,
6,203,190,23,34,179,
7,222,198,18,27,189,
8,245,199,9,26,199,
9,247,200,2,11,218,
10,0,0,8,1,230,
11,0,0,5,1,238,
12,0,0,1,0,0,
13,0,0,1,0,0,
