round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,22,19,41,24,15,
1,58,54,28,49,45,
2,110,101,66,37,77,
3,135,159,39,60,108,
4,171,221,43,60,130,
5,209,239,49,45,177,
6,250,254,29,44,189,
7,280,261,15,19,220,
8,289,0,4,3,253,
9,310,0,5,0,278,
10,315,0,1,0,298,
11,319,0,2,0,301,
12,327,0,1,0,328,
13,333,0,1,0,344,
14,0,0,1,0,345,
15,0,0,0,0,357,
16,0,0,0,0,367,
17,0,0,0,0,377,
18,0,0,0,0,382,
19,0,0,0,0,388,
20,0,0,0,0,394,
21,0,0,0,0,413,
