round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,243,120,24,40,340,240,
2,420,367,80,0,20,380,0,
3,0,0,20,0,0,0,0,
