round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,260,120,60,60,320,240,
2,420,361,80,20,20,360,0,
3,0,381,20,0,0,0,0,
4,0,404,0,0,0,0,0,
5,0,405,0,0,0,0,0,
