round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,240,120,40,60,300,240,
2,420,340,80,20,20,320,0,
3,0,361,20,0,0,0,0,
4,0,406,0,0,0,0,0,
5,0,426,0,0,0,0,0,
