round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,240,120,40,60,320,240,
2,420,380,80,20,20,360,0,
3,0,439,20,0,0,0,0,
4,0,440,0,0,0,0,0,
