round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,240,120,40,60,320,240,
2,420,360,80,40,40,360,0,
3,0,398,20,0,0,0,0,
