round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,300,120,100,40,320,240,
2,420,338,80,40,0,360,0,
3,0,358,20,0,0,0,0,
