round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,281,120,81,60,321,240,
2,420,301,80,20,20,341,0,
3,0,0,20,0,0,0,0,
