round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,260,120,60,60,320,240,
2,420,360,80,40,20,360,0,
3,0,361,20,0,0,0,0,
