round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,240,120,40,60,320,240,
2,420,300,80,20,20,360,0,
3,0,320,20,0,0,0,0,
4,0,340,0,0,0,0,0,
