round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,200,200,200,200,200,200,200,
1,320,289,120,100,60,320,240,
2,420,0,80,20,20,360,0,
3,0,0,20,0,0,0,0,
