T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
50.00,0.10,420,360,200,200,200,340,240,
55.00,0.10,420,426,200,200,200,320,240,
60.00,0.10,420,301,200,200,200,341,240,
65.00,0.10,420,358,200,200,200,360,240,
70.00,0.10,420,405,200,200,200,360,240,
75.00,0.10,420,340,200,200,200,360,240,
80.00,0.10,420,289,200,200,200,360,240,
85.00,0.10,420,361,200,200,200,360,240,
90.00,0.10,420,398,200,200,200,360,240,
95.00,0.10,420,367,200,200,200,380,240,
100.00,0.10,420,440,200,200,200,360,240,
