round,IC-TE,IC-JSG,II-TE,II-JSG,DISCRETE,
0,13,28,22,34,23,
1,31,82,26,23,56,
2,73,145,55,58,106,
3,111,194,82,24,159,
4,164,248,35,54,191,
5,208,273,34,49,227,
6,233,289,29,48,281,
7,250,302,15,29,298,
8,263,309,7,32,321,
9,295,332,12,7,329,
10,306,344,4,4,344,
11,312,345,2,2,349,
12,319,347,2,1,350,
13,326,348,2,0,358,
14,327,0,2,0,363,
15,330,0,1,0,373,
16,331,0,1,0,379,
17,332,0,0,0,384,
18,0,0,0,0,388,
