round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,140,380,
2,560,560,180,180,100,540,
3,740,740,180,180,60,640,
4,920,920,180,180,60,720,
5,1100,1100,180,180,20,840,
6,1280,1280,180,180,20,900,
7,1440,1460,180,180,20,1000,
8,1620,1640,166,180,20,1040,
9,1780,1820,160,180,20,1060,
10,1940,1980,143,162,20,0,
11,2080,2140,86,124,20,0,
12,2186,2320,40,100,20,0,
13,2276,2500,40,80,20,0,
14,2356,2680,40,66,0,0,
15,2436,2845,40,60,0,0,
16,2521,2973,40,60,0,0,
17,2583,3133,40,40,0,0,
18,2653,3245,38,40,0,0,
19,2697,3393,9,40,0,0,
20,2769,3529,0,36,0,0,
21,2849,3649,0,20,0,0,
22,2913,3731,0,20,0,0,
23,2959,3852,0,20,0,0,
24,3001,3972,0,20,0,0,
25,3043,4040,0,20,0,0,
26,3099,4100,0,20,0,0,
27,3133,4160,0,20,0,0,
28,3172,4265,0,18,0,0,
29,3236,4345,0,0,0,0,
30,3284,4445,0,0,0,0,
31,3340,4545,0,0,0,0,
32,3365,4646,0,0,0,0,
33,3413,4731,0,0,0,0,
34,3439,4791,0,0,0,0,
35,3460,4852,0,0,0,0,
36,3479,4912,0,0,0,0,
37,3499,4989,0,0,0,0,
38,3521,5029,0,0,0,0,
39,3546,5109,0,0,0,0,
40,3582,5161,0,0,0,0,
41,3607,5202,0,0,0,0,
42,3640,5238,0,0,0,0,
43,3645,5278,0,0,0,0,
44,3668,5342,0,0,0,0,
45,0,5402,0,0,0,0,
46,0,5438,0,0,0,0,
47,0,5558,0,0,0,0,
48,0,5618,0,0,0,0,
49,0,5680,0,0,0,0,
50,0,5740,0,0,0,0,
51,0,5800,0,0,0,0,
52,0,5840,0,0,0,0,
53,0,5912,0,0,0,0,
54,0,5955,0,0,0,0,
55,0,6017,0,0,0,0,
56,0,6041,0,0,0,0,
57,0,6081,0,0,0,0,
58,0,6105,0,0,0,0,
59,0,6146,0,0,0,0,
60,0,6190,0,0,0,0,
61,0,6250,0,0,0,0,
62,0,6310,0,0,0,0,
63,0,6328,0,0,0,0,
