round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,160,380,
2,560,560,180,180,140,520,
3,740,740,180,180,120,660,
4,920,920,180,180,100,820,
5,1100,1100,180,180,100,960,
6,1260,1280,180,180,80,1060,
7,1440,1460,180,180,80,1120,
8,1600,1620,160,180,60,1180,
9,1760,1800,127,177,60,1260,
10,1920,1960,104,158,60,1360,
11,2080,2120,100,136,60,1400,
12,2240,2300,100,72,60,1520,
13,2383,2460,69,43,40,1640,
14,2506,2620,60,40,40,1720,
15,2646,2767,40,40,40,0,
16,2806,2907,20,40,40,0,
17,2946,3027,20,40,40,0,
18,3086,3158,20,32,40,0,
19,3210,3278,20,20,40,0,
20,3335,3380,20,20,40,0,
21,3469,3520,20,6,20,0,
22,3584,3613,20,0,20,0,
23,3719,3715,0,0,20,0,
24,3827,3834,0,0,20,0,
25,3924,3962,0,0,20,0,
26,4009,4058,0,0,20,0,
27,4112,4155,0,0,20,0,
28,4208,4261,0,0,20,0,
29,4276,4331,0,0,20,0,
30,4324,4437,0,0,0,0,
31,4384,4511,0,0,0,0,
32,4468,4594,0,0,0,0,
33,4529,4676,0,0,0,0,
34,4597,4743,0,0,0,0,
35,4657,4805,0,0,0,0,
36,4724,4870,0,0,0,0,
37,4800,4915,0,0,0,0,
38,4841,4959,0,0,0,0,
39,4881,5042,0,0,0,0,
40,4949,5103,0,0,0,0,
41,4989,5147,0,0,0,0,
42,5049,5192,0,0,0,0,
43,5101,5265,0,0,0,0,
44,5165,5346,0,0,0,0,
45,5197,5386,0,0,0,0,
46,5226,5451,0,0,0,0,
47,5253,5471,0,0,0,0,
48,5275,5493,0,0,0,0,
49,5323,5513,0,0,0,0,
50,5343,5569,0,0,0,0,
51,5363,5594,0,0,0,0,
52,5391,5614,0,0,0,0,
53,5416,5644,0,0,0,0,
54,5460,5677,0,0,0,0,
55,5506,5691,0,0,0,0,
56,5534,5732,0,0,0,0,
57,5555,5754,0,0,0,0,
58,5622,0,0,0,0,0,
59,5649,0,0,0,0,0,
60,5673,0,0,0,0,0,
61,5713,0,0,0,0,0,
62,5749,0,0,0,0,0,
63,5774,0,0,0,0,0,
