round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,24,13,31,32,16,22,32,
1,47,28,16,14,28,53,54,
2,65,37,19,2,32,61,60,
3,92,39,45,4,37,63,72,
4,102,42,17,3,44,71,0,
5,137,47,9,1,45,0,0,
6,144,57,9,3,55,0,0,
7,174,62,7,0,0,0,0,
8,0,0,13,0,0,0,0,
