round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,32,22,23,31,19,25,17,
1,71,38,22,9,45,50,36,
2,81,49,27,4,58,52,47,
3,107,52,40,5,0,57,49,
4,113,53,8,1,0,62,0,
5,116,0,3,2,0,0,0,
6,134,0,25,0,0,0,0,
7,137,0,2,0,0,0,0,
8,145,0,16,0,0,0,0,
