round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,23,22,18,22,18,25,24,
1,59,37,22,20,43,34,38,
2,80,53,24,16,45,38,63,
3,94,57,21,6,50,46,0,
4,124,75,31,15,53,49,0,
5,0,77,19,19,56,50,0,
6,0,0,13,11,0,60,0,
7,0,0,28,9,0,0,0,
8,0,0,15,22,0,0,0,
9,0,0,6,0,0,0,0,
