round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,12,30,21,19,23,30,21,
1,51,49,20,14,49,41,42,
2,71,54,19,25,61,45,58,
3,76,67,22,4,72,57,64,
4,83,73,10,23,0,62,66,
5,88,0,4,0,0,64,0,
6,92,0,3,0,0,65,0,
7,97,0,0,0,0,0,0,
8,103,0,0,0,0,0,0,
9,127,0,0,0,0,0,0,
10,135,0,0,0,0,0,0,
