round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,18,25,21,31,25,17,19,
1,33,37,23,13,55,30,47,
2,48,44,22,43,58,36,70,
3,63,0,24,72,61,44,0,
4,81,0,19,4,65,52,0,
5,94,0,24,5,66,56,0,
6,112,0,12,7,0,0,0,
7,118,0,16,8,0,0,0,
8,121,0,12,1,0,0,0,
9,124,0,5,0,0,0,0,
10,0,0,1,0,0,0,0,
11,0,0,3,0,0,0,0,
