round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,30,17,35,21,21,32,21,
1,42,48,16,19,34,45,42,
2,60,57,17,15,49,66,59,
3,83,63,21,30,54,68,60,
4,100,0,36,34,63,70,62,
5,111,0,18,5,0,78,0,
6,117,0,12,2,0,0,0,
7,118,0,3,9,0,0,0,
8,124,0,9,6,0,0,0,
9,167,0,1,0,0,0,0,
10,168,0,6,0,0,0,0,
11,169,0,4,0,0,0,0,
