round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,27,28,30,23,23,25,30,
1,47,58,16,12,41,39,64,
2,68,69,13,22,50,47,68,
3,75,73,26,5,58,0,0,
4,84,91,35,11,75,0,0,
5,99,103,5,1,0,0,0,
6,117,106,0,5,0,0,0,
7,127,112,0,0,0,0,0,
