round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,27,19,27,18,31,24,32,
1,62,29,24,17,36,39,51,
2,75,46,34,13,48,56,67,
3,80,58,32,0,57,57,77,
4,104,68,13,0,60,61,79,
5,125,78,15,0,63,62,0,
6,0,83,13,0,71,0,0,
7,0,89,22,0,0,0,0,
8,0,91,11,0,0,0,0,
9,0,0,23,0,0,0,0,
10,0,0,13,0,0,0,0,
11,0,0,7,0,0,0,0,
