round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,OPT,
0,29,23,22,18,15,17,17,
1,52,46,13,18,24,28,43,
2,68,55,19,8,31,39,54,
3,81,69,33,12,51,47,61,
4,112,80,19,0,59,58,63,
5,146,105,16,0,92,67,0,
6,0,111,19,0,0,0,0,
7,0,113,15,0,0,0,0,
8,0,0,2,0,0,0,0,
9,0,0,3,0,0,0,0,
10,0,0,1,0,0,0,0,
11,0,0,5,0,0,0,0,
