T,var,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
2500.00,0.10,380,300,200,200,200,260,
3025.00,0.10,380,340,200,200,200,340,
3600.00,0.10,380,300,200,200,200,260,
4225.00,0.10,380,280,200,200,200,260,
4900.00,0.10,380,280,200,200,200,260,
5625.00,0.10,380,240,200,200,200,260,
6400.00,0.10,380,300,200,200,200,260,
7225.00,0.10,380,280,200,200,200,360,
8100.00,0.10,380,360,200,200,200,260,
9025.00,0.10,380,300,200,200,200,260,
10000.00,0.10,380,300,200,200,200,320,
