round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,340,
2,560,560,180,180,440,460,
3,720,720,160,160,540,540,
4,880,880,160,160,620,660,
5,1040,1040,160,160,0,720,
6,1200,1200,160,160,0,740,
7,1360,1360,156,160,0,800,
8,1519,1520,100,140,0,840,
9,1666,1660,60,88,0,880,
10,1787,1820,60,80,0,0,
11,1861,1960,60,80,0,0,
12,1961,2120,60,60,0,0,
13,2042,2280,60,60,0,0,
14,2111,2440,60,40,0,0,
15,2211,2560,54,40,0,0,
16,2272,2680,40,35,0,0,
17,2333,2760,40,20,0,0,
18,2359,2860,40,20,0,0,
19,2419,3000,40,7,0,0,
20,2459,3100,40,0,0,0,
21,2479,3220,20,0,0,0,
22,2500,3360,7,0,0,0,
23,2524,3480,0,0,0,0,
24,2549,3580,0,0,0,0,
25,2570,3660,0,0,0,0,
26,0,3740,0,0,0,0,
27,0,3800,0,0,0,0,
28,0,3891,0,0,0,0,
29,0,3955,0,0,0,0,
30,0,3997,0,0,0,0,
31,0,4057,0,0,0,0,
32,0,4117,0,0,0,0,
33,0,4137,0,0,0,0,
34,0,4197,0,0,0,0,
35,0,4217,0,0,0,0,
36,0,4289,0,0,0,0,
37,0,4313,0,0,0,0,
38,0,4353,0,0,0,0,
39,0,4413,0,0,0,0,
40,0,4434,0,0,0,0,
41,0,4477,0,0,0,0,
42,0,4517,0,0,0,0,
43,0,4537,0,0,0,0,
44,0,4557,0,0,0,0,
45,0,4577,0,0,0,0,
46,0,4597,0,0,0,0,
47,0,4617,0,0,0,0,
48,0,4637,0,0,0,0,
49,0,4648,0,0,0,0,
50,0,4668,0,0,0,0,
