round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,340,
2,560,560,180,180,440,480,
3,720,720,160,160,520,620,
4,880,880,160,160,600,680,
5,1040,1040,160,160,640,720,
6,1200,1200,160,160,0,800,
7,1360,1360,142,141,0,860,
8,1520,1520,140,117,0,940,
9,1680,1680,63,77,0,980,
10,1820,1820,60,60,0,0,
11,1930,1980,60,60,0,0,
12,2015,2140,60,51,0,0,
13,2115,2280,60,40,0,0,
14,2201,2420,60,40,0,0,
15,2284,2560,40,22,0,0,
16,2346,2700,40,20,0,0,
17,2408,2860,21,20,0,0,
18,2465,2980,20,20,0,0,
19,2525,3104,20,20,0,0,
20,2572,3224,20,20,0,0,
21,2592,3364,20,20,0,0,
22,2626,3485,18,20,0,0,
23,2646,3567,0,1,0,0,
24,2666,3647,0,0,0,0,
25,2686,3707,0,0,0,0,
26,2688,3767,0,0,0,0,
27,2689,3827,0,0,0,0,
28,0,3907,0,0,0,0,
29,0,3992,0,0,0,0,
30,0,4074,0,0,0,0,
31,0,4134,0,0,0,0,
32,0,4194,0,0,0,0,
33,0,4234,0,0,0,0,
34,0,4294,0,0,0,0,
35,0,4337,0,0,0,0,
36,0,4377,0,0,0,0,
37,0,4405,0,0,0,0,
38,0,4425,0,0,0,0,
39,0,4486,0,0,0,0,
40,0,4551,0,0,0,0,
41,0,4593,0,0,0,0,
42,0,4633,0,0,0,0,
43,0,4699,0,0,0,0,
44,0,4719,0,0,0,0,
45,0,4739,0,0,0,0,
46,0,4759,0,0,0,0,
47,0,4785,0,0,0,0,
48,0,4808,0,0,0,0,
49,0,4838,0,0,0,0,
50,0,4858,0,0,0,0,
51,0,4898,0,0,0,0,
52,0,4924,0,0,0,0,
53,0,4944,0,0,0,0,
54,0,4964,0,0,0,0,
55,0,5004,0,0,0,0,
56,0,5044,0,0,0,0,
57,0,5085,0,0,0,0,
58,0,5097,0,0,0,0,
59,0,5117,0,0,0,0,
60,0,5137,0,0,0,0,
61,0,5157,0,0,0,0,
62,0,5197,0,0,0,0,
63,0,5237,0,0,0,0,
64,0,5257,0,0,0,0,
65,0,5277,0,0,0,0,
66,0,5289,0,0,0,0,
67,0,5339,0,0,0,0,
68,0,5359,0,0,0,0,
69,0,5379,0,0,0,0,
70,0,5399,0,0,0,0,
