round,IC-TE,IC-JSG,II-TE,II-JSG,CUT,DISCRETE,
0,200,200,200,200,200,200,
1,380,380,180,180,340,340,
2,560,560,180,180,440,460,
3,720,720,160,160,540,540,
4,880,880,160,160,580,660,
5,1040,1040,160,160,680,700,
6,1200,1200,160,160,700,720,
7,1360,1360,160,100,720,780,
8,1500,1500,100,100,0,800,
9,1630,1660,62,60,0,840,
10,1699,1800,60,60,0,880,
11,1822,1940,60,60,0,900,
12,1900,2080,60,43,0,940,
13,1964,2200,60,20,0,960,
14,2026,2320,45,20,0,1000,
15,2077,2440,40,20,0,0,
16,2131,2541,40,20,0,0,
17,2180,2641,40,20,0,0,
18,2223,2761,25,20,0,0,
19,2263,2861,20,20,0,0,
20,2303,3001,0,20,0,0,
21,2323,3081,0,20,0,0,
22,2327,3141,0,5,0,0,
23,2332,3221,0,0,0,0,
24,2352,3289,0,0,0,0,
25,0,3389,0,0,0,0,
26,0,3475,0,0,0,0,
27,0,3555,0,0,0,0,
28,0,3640,0,0,0,0,
29,0,3700,0,0,0,0,
30,0,3753,0,0,0,0,
31,0,3813,0,0,0,0,
32,0,3873,0,0,0,0,
33,0,3953,0,0,0,0,
34,0,3986,0,0,0,0,
35,0,4066,0,0,0,0,
36,0,4113,0,0,0,0,
37,0,4173,0,0,0,0,
38,0,4213,0,0,0,0,
39,0,4253,0,0,0,0,
40,0,4273,0,0,0,0,
41,0,4293,0,0,0,0,
42,0,4313,0,0,0,0,
43,0,4353,0,0,0,0,
44,0,4395,0,0,0,0,
45,0,4415,0,0,0,0,
46,0,4435,0,0,0,0,
47,0,4476,0,0,0,0,
48,0,4508,0,0,0,0,
49,0,4548,0,0,0,0,
50,0,4568,0,0,0,0,
51,0,4588,0,0,0,0,
52,0,4628,0,0,0,0,
53,0,4648,0,0,0,0,
54,0,4668,0,0,0,0,
55,0,4688,0,0,0,0,
56,0,4708,0,0,0,0,
57,0,4728,0,0,0,0,
58,0,4755,0,0,0,0,
59,0,4775,0,0,0,0,
60,0,4795,0,0,0,0,
61,0,4801,0,0,0,0,
